Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
40d31f05f4c456c42524da6add39802d5bf41951,"Table statistics. Add method Table.getStatistic(), so a table and provide row-count and number of distinct values per column, if it knows them. Add Statistics class, with some helper methods. Restructure ArrayTable to store number of distinct values per column.

Add ImmutableIntList. Like ArrayList<Integer>, but immutable and memory-efficient.

Add RelNode.isKey(BitSet); also slightly change the interpretation of RelNode.isDistinct(). It now returns whether rows are distinct FOR ANY REASON. If you want to find out whether your UNION, EXCEPT or INTERSECT had an ALL flag, use the 'all' field, don't use !isDistinct().",['b6afde9e17f4259d1b49a1eb60366b914753f51d'],False,"['Statistic.java', 'Statistics.java', 'Table.java', 'AbstractTable.java', 'ArrayTable.java', 'ColumnLoader.java', 'ListTable.java', 'ReflectiveSchema.java', 'JdbcTable.java', 'Meta.java', 'OptiqPrepareImpl.java', 'JavaRules.java', 'FlatLists.java', 'IterRules.java', 'AbstractRelNode.java', 'AggregateRelBase.java', 'IntersectRelBase.java', 'MinusRelBase.java', 'RelNode.java', 'SetOpRel.java', 'TableAccessRelBase.java', 'UnionRelBase.java', 'CombineUnionsRule.java', 'PullUpAggregateAboveUnionRule.java', 'PushAggregateThroughUnionRule.java', 'PushJoinThroughUnionRule.java', 'PushProjectPastSetOpRule.java', 'RemoveDistinctRule.java', 'RemoveEmptyRule.java', 'UnionEliminatorRule.java', 'UnionToDistinctRule.java', 'RelOptTable.java', 'RelOptUtil.java', 'HepRelVertex.java', 'RelSubset.java', 'ImmutableIntList.java', 'Util.java', 'ArrayTableTest.java', 'MockCatalogReader.java', 'SqlToRelTestBase.java', 'UtilTest.java']"
86f5c4e2ff3ba239589cac9d9a961994eef3279b,Fix NPE when executing a DatabaseMetaData method that returns the empty set (e.g. getPrimaryKeys).,['160433c8eee622ce7e495b3d44537af60d9bc472'],False,"['Meta.java', 'OptiqDatabaseMetaData.java', 'OptiqResultSet.java', 'JdbcFrontJdbcBackTest.java']"
87a85309df5e772a7c80c0c62eef234f5f0aa575,Test case for issue #35. (Join sub-clause.),['f018e462a4dee190b5b116aed06c6b6a1a4277d7'],False,['JdbcTest.java']
fd6e4f35b8e3ff787b5db58f64b9d82ab5634cf1,Add PushJoinThroughJoinRule. Fix RexPermuteInputsShuttle.visitCall. Add various convenience methods to RelOptUtil and Mappings.,['87a85309df5e772a7c80c0c62eef234f5f0aa575'],False,"['RelMdUtil.java', 'PushFilterPastJoinRule.java', 'PushJoinThroughJoinRule.java', 'PushProjector.java', 'RelOptUtil.java', 'RexPermuteInputsShuttle.java', 'Mappings.java']"
a7825fd1a3a1e09951bc79c8fab2bace84368df4,"Allow more than one planner to be applied to a given query. This mechanism would allow, for instance, you to try a quick-and-dirty planner with a limited rule set first, and fall back to a more complex planner for more complex queries.

When planner can't find a plan, throws a RelOptPlanner.CannotPlanException (a sub-type of RuntimeException) that contains a dump of the planner state.",['2298cfcbe53029c07144702027bc754af279f2e2'],False,"['OptiqPrepareImpl.java', 'RelOptPlanner.java', 'RelSubset.java', 'VolcanoPlanner.java', 'SqlCaseOperator.java', 'Util.java']"
b4cbc033d36bf48ceb44698634931f3b3123defd,Fix JDK 1.6 compilation error.,['a7825fd1a3a1e09951bc79c8fab2bace84368df4'],False,['OptiqAssert.java']
a57003ab5453ad35e77405c36722d9159ef827da,Formatting & newlines in strings. Cosmetic changes only.,['4c15af1e12fe8dc4c1a6eade93131d0996e5fff8'],False,['SqlParserTest.java']
12016b884f634d9aa711ce67dd63d3a8e34164be,"Enable negative tests in SqlParserTest. To get these to work, I had to back out changes for <parenthesized join table> and also downgrade JavaCC from 5.0 to 4.0 (downgrade maven plugin from 2.6 to 2.4).",['a57003ab5453ad35e77405c36722d9159ef827da'],False,"['pom.xml', 'SqlAbstractParserImpl.java', 'CombinedParser.jj', 'SqlParserTest.java']"
8d7e9a853958335ef46410fa9e02087baeefa541,Fix AssertionError caused by representing date/time values as Integer and Long internally.,['12016b884f634d9aa711ce67dd63d3a8e34164be'],False,"['AbstractCursor.java', 'JdbcTest.java']"
64cd144f23155245f1ee742dbabc041425ae1491,"Fix issue where tables are based on records of different classes but classes have same name/type of fields. Also, when doing INSERT into a collection, convert the objects so they are correct type for the collection.",['c6f1d97e6945de4139dbb16d362ede1a6a2d9163'],False,"['JavaRecordType.java', 'JavaRules.java', 'JdbcTest.java']"
b5f4ca084cd76220c35b8639338fe0685f958b9f,Fix MIN/MAX aggregate functions with nullable arguments.,['64cd144f23155245f1ee742dbabc041425ae1491'],False,"['pom.xml', 'BuiltinMethod.java', 'RexImpTable.java', 'SqlFunctions.java', 'ReflectiveSchemaTest.java']"
159fb078d2e30b10f32c689dff799125f0f4d296,Various fixes related to literals and type inference. Move some utility methods over from optiq.,['d68942781e9bf76d38610052545fc43ffb605440'],False,"['ConstantExpression.java', 'Expressions.java', 'Primitive.java', 'Types.java', 'Functions.java', 'ExpressionTest.java', 'Linq4jTest.java', 'PrimitiveTest.java']"
2398555ac842faa6ce8e36575a2d1f0566a2fde6,Implement AVG aggregate function. Fix some issues with null values and arithmetic operators (division in particular). Move some utility methods to linq4j.,['b5f4ca084cd76220c35b8639338fe0685f958b9f'],False,"['OptiqPrepareImpl.java', 'EnumerableRelImplementor.java', 'JavaRules.java', 'RexImpTable.java', 'RexToLixTranslator.java', 'SqlFunctions.java', 'ReduceAggregatesRule.java', 'ReflectiveSchemaTest.java', 'SqlFunctionsTest.java', 'SqlOperatorBaseTest.java']"
9182355013f430b9a9b6afb7c0afef8b84d53736,"Fix bug in view expansion when two views have the same field types but different field names. Also, generate names of join fields that will be valid java identifiers.",['952424553c79cdc27711eaa386af382dbd8abb9c'],False,"['ViewTable.java', 'RelOptUtil.java', 'Pair.java']"
2aac16c2ca1104cd0e6f1e201f88b5cb2cdeafed,Data type changes to JavaType(String.class) to allow LIKE to pass validation.,['57d9a888c89dafb38433b49cb610f90abe7f0260'],False,"['RelDataTypeFactoryImpl.java', 'SqlCollation.java', 'SqlDataTypeSpec.java', 'SqlLiteral.java', 'SqlUtil.java', 'SqlTypeUtil.java', 'JdbcTest.java']"
57644956034da991eb69bcd363ede494bc62f952,Fix type of '&&' and '||'.,['99555c40b323f1debb029b6313bd79fabf8c1fce'],False,['Expressions.java']
f85044ab8925e21471e305bb7e3b31ff0e8627d9,Fix for JDK 1.6.,['357b0a532d9c766031058574702780999b969862'],False,['OptiqConnection.java']
0da4316fe24d69768665f89f553708c9c0692138,"Re-format all code in net.hydromatic.optiq packages in new style (indent 2, continuation indent 4, open brace always at end of line) and remove @author tags. Only cosmetic changes.",['e8a52fec446f61ed9cb94b508da43505bfc010ff'],False,"['BuiltinMethod.java', 'DataContext.java', 'Demo.java', 'Member.java', 'ModifiableTable.java', 'MutableSchema.java', 'Parameter.java', 'Schema.java', 'SchemaFactory.java', 'Schemas.java', 'Statistic.java', 'Statistics.java', 'Table.java', 'TableFactory.java', 'TableFunction.java', 'TranslatableTable.java', 'AbstractTable.java', 'DelegatingSchema.java', 'TableInSchemaImpl.java', 'ViewTable.java', 'ArrayTable.java', 'CloneSchema.java', 'ColumnLoader.java', 'ListTable.java', 'JavaTypeFactory.java', 'MapSchema.java', 'ReflectiveSchema.java', 'JdbcConvention.java', 'JdbcImplementor.java', 'JdbcQueryProvider.java', 'JdbcRel.java', 'JdbcRules.java', 'JdbcSchema.java', 'JdbcTable.java', 'JdbcTableScan.java', 'JdbcToEnumerableConverter.java', 'JdbcToEnumerableConverterRule.java', 'JdbcUtils.java', 'MongoSchema.java', 'MongoTable.java', 'ConnectionProperty.java', 'Driver.java', 'DriverVersion.java', 'Factory.java', 'FactoryJdbc41.java', 'FactoryJdbc4Impl.java', 'Handler.java', 'HandlerImpl.java', 'Helper.java', 'JavaRecordType.java', 'JavaTypeFactoryImpl.java', 'Meta.java', 'OptiqConnection.java', 'OptiqConnectionImpl.java', 'OptiqDatabaseMetaData.java', 'OptiqPrepare.java', 'OptiqPreparedStatement.java', 'OptiqResultSet.java', 'OptiqResultSetMetaData.java', 'OptiqStatement.java', 'SqlTimeoutException.java', 'UnregisteredDriver.java', 'JsonColumn.java', 'JsonCustomSchema.java', 'JsonCustomTable.java', 'JsonJdbcSchema.java', 'JsonMapSchema.java', 'JsonRoot.java', 'JsonSchema.java', 'JsonTable.java', 'JsonView.java', 'ModelHandler.java', 'LixToRelTranslator.java', 'OptiqPrepareImpl.java', 'Prepare.java', 'QueryableRelBuilder.java', 'EnumerableConvention.java', 'EnumerableRel.java', 'EnumerableRelImplementor.java', 'JavaRowFormat.java', 'JavaRules.java', 'PhysType.java', 'PhysTypeImpl.java', 'RexImpTable.java', 'RexToLixTranslator.java', 'AbstractCursor.java', 'ArrayComparator.java', 'ArrayEnumeratorCursor.java', 'ByteString.java', 'ColumnMetaData.java', 'ComparableComparator.java', 'Cursor.java', 'Executable.java', 'FlatLists.java', 'Hook.java', 'Like.java', 'ObjectEnumeratorCursor.java', 'RecordEnumeratorCursor.java', 'ResultSetEnumerable.java', 'Spacer.java', 'SqlFunctions.java', 'Typed.java', 'Utilities.java', 'OptiqServer.java', 'JdbcExample.java', 'ArrayTableTest.java', 'RangeTable.java', 'JdbcAdapterTest.java', 'JdbcFrontJdbcBackLinqMiddleTest.java', 'JdbcFrontJdbcBackTest.java', 'JdbcFrontLinqBackTest.java', 'JdbcTest.java', 'LinqFrontJdbcBackTest.java', 'ModelTest.java', 'OptiqAssert.java', 'OptiqSqlOperatorTest.java', 'ReflectiveSchemaTest.java', 'SqlFunctionsTest.java']"
08f1138412c8ec680fd3110e9f530eddf9e4b491,Fix code formatting.,['bd54d92c6c3829e753f56492af02fc376634842d'],False,"['CsvEnumerator.java', 'CsvSchema.java', 'CsvSmartTable.java', 'CsvTable.java', 'CsvTest.java']"
9965f86aa05b84e430432ef80c46cb389b0d91da,"Fix bug that comparing a string to a varchar would truncate the string to the length of the varchar, and therefore match any prefix.",['a70678b6287a93c7892b724dfb3d6bbe38bf5d76'],False,"['JdbcRules.java', 'RexToLixTranslator.java', 'JdbcAdapterTest.java', 'JdbcTest.java', 'MongoAdapterTest.java', 'ReflectiveSchemaTest.java']"
d7f6301248089f7ab58f669fce28137a2ff9fbf2,Fix issues with null semantics in NOT IN.,['3ec6fd00857d4ab83406c57cad3aa5a05e94d21b'],False,"['JavaTypeFactoryImpl.java', 'RexImpTable.java', 'AggregateRelBase.java', 'JdbcTest.java', 'ReflectiveSchemaTest.java']"
6c27b192d25dd77e32117f91dff7f9b198f1408b,"Introduce constructor methods for RelOptRuleOperand: RelOptRule.leaf(), .some(), .any(). This avoids mistakes like only matching a leaf node, where the rule was intended to match a node regardless of its children. The old constructors are deprecated and will be removed soon.",['d7f6301248089f7ab58f669fce28137a2ff9fbf2'],False,"['JavaRules.java', 'PushJoinThroughJoinRule.java', 'RemoveEmptyRule.java', 'RelOptRule.java', 'RelOptRuleOperand.java']"
ec57b77d80ac01723df642845543f6bb0a52c2cb,"Change signature of createEmptyResultSet; OptiqConnectionImpl isn't public, so method couldn't be called from outside package.",['6c27b192d25dd77e32117f91dff7f9b198f1408b'],False,['Helper.java']
0fb2c6a1336b89ccd6a02c342969b00fa74a61c0,"MongoDB adapter: Push down projects.
Add some methods to Pair, and rename some.
Add ""enabled(boolean)"" method to OptiqAssert.",['89bcf8faaa37abec5a0f212719be7cecc4cc225d'],False,"['BuiltinMethod.java', 'MongoEnumerator.java', 'MongoRules.java', 'MongoTable.java', 'MongoTableScan.java', 'MongoToEnumerableConverter.java', 'OptiqPrepareImpl.java', 'RelOptRuleCall.java', 'ListScope.java', 'SqlValidatorImpl.java', 'Pair.java', 'Util.java', 'MongoAdapterTest.java', 'OptiqAssert.java']"
a33222fc88de818a4289fcc1b0c57c6e356ae5b0,"Upgrade to junit 4.8, and adopt junit 4 idiom throughout the code. Add a lot of tests to OptiqSuite that weren't in OptiqAssert. Fix a few tests.",['d1786aff15db2a9bdc6837ef5d2f36b976af7a99'],False,"['pom.xml', 'JoinRel.java', 'MainApp.java', 'OptionsList.java', 'ArrayTableTest.java', 'JdbcAdapterTest.java', 'JdbcFrontJdbcBackLinqMiddleTest.java', 'JdbcFrontJdbcBackTest.java', 'JdbcFrontLinqBackTest.java', 'JdbcTest.java', 'LinqFrontJdbcBackTest.java', 'ModelTest.java', 'MongoAdapterTest.java', 'OptiqAssert.java', 'OptiqSqlOperatorTest.java', 'OptiqSuite.java', 'ReflectiveSchemaTest.java', 'SqlFunctionsTest.java', 'RelOptUtilTest.java', 'VolcanoPlannerTest.java', 'VolcanoPlannerTraitTest.java', 'SqlParserTest.java', 'SqlUnParserTest.java', 'AbstractSqlTester.java', 'SqlAdvisorTest.java', 'SqlOperatorBaseTest.java', 'SqlOperatorTest.java', 'SqlPrettyWriterTest.java', 'SqlTester.java', 'SqlTypeNameTest.java', 'ConnectStringParserTest.java', 'DiffRepository.java', 'DiffTestCase.java', 'EigenbaseResourceTest.java', 'EigenbaseTestCase.java', 'FilteratorTest.java', 'HepPlannerTest.java', 'HepPlannerTest.ref.xml', 'MockCatalogReader.java', 'MockRelOptCost.java', 'MockRelOptPlanner.java', 'MockSqlOperatorTable.java', 'RelMetadataTest.java', 'RelOptRulesTest.java', 'RelOptRulesTest.ref.xml', 'RelOptTestBase.java', 'RexProgramTest.java', 'RexTransformerTest.java', 'SargTest.java', 'SqlLimitsTest.java', 'SqlTestGen.java', 'SqlToRelConverterTest.java', 'SqlToRelTestBase.java', 'SqlValidatorFeatureTest.java', 'SqlValidatorTest.java', 'SqlValidatorTestCase.java', 'ConcurrentTestCommand.java', 'ConcurrentTestCommandExecutor.java', 'ConcurrentTestCommandGenerator.java', 'ConcurrentTestCommandScript.java', 'ConcurrentTestPlugin.java', 'ConcurrentTestPluginCommand.java', 'ConcurrentTestTimedCommandGenerator.java', 'SamplePlugin.java', 'ArrayQueueTest.java', 'GraphTest.java', 'MethodCallTestCase.java', 'OptionsListTest.java', 'PermutationTestCase.java', 'ReflectVisitorTest.java', 'TestUtil.java', 'UtilTest.java']"
7e4c6c75fa1d7c5a5a4279254ea483e3c7d443e7,Add test for JDBC adapter based on the SQL queries that Mondrian's test suite issues against FoodMart. Fix a bunch of issues in SQL generation.,['bd0e83161401e5bdef869ee12bba6b9faa3e06a4'],False,"['pom.xml', 'JdbcImplementor.java', 'JdbcRules.java', 'JdbcToEnumerableConverter.java', 'SqlDataTypeSpec.java', 'SqlSelectOperator.java', 'JdbcTest.java']"
1a05680e6c1bd89a8fc8128966423e295df593e7,"Test Mondrian FoodMart query set (6,700 queries!) against MySQL database using JDBC adapter. 3 failures in first 200 queries; haven't run full suite.",['7e4c6c75fa1d7c5a5a4279254ea483e3c7d443e7'],False,"['pom.xml', 'FoodmartTest.java']"
ec1bea58997eba92864bd4c78d4b6842d10c233f,Fix typo.,['08f1138412c8ec680fd3110e9f530eddf9e4b491'],False,['TUTORIAL.md']
290665ed019a26f2e7a27ee21852d2919db63f34,"Add ""close()"" methods to various enumerators. Stops a few resource leaks.",['4b83c5ffd8e607d2c9a7db8d43fed4b42381e7b3'],False,"['Helper.java', 'Meta.java', 'OptiqResultSet.java', 'ArrayEnumeratorCursor.java', 'Cursor.java', 'ObjectEnumeratorCursor.java', 'RecordEnumeratorCursor.java', 'ResultSetEnumerable.java']"
ab94d6de615347f90d3d5e1d1a6acb0d41a8ac40,"Change how Optiq calculates whether aggregates and windowed aggregates are null. The call is NOT NULL if its args are NOT NULL; the context (e.g. in a query with GROUP BY (), or in a window that may be empty) may convert it to nullable.",['ccbb0460dea4fee4955e00051027d27ae68a300e'],False,"['RexBuilder.java', 'RexUtil.java', 'SqlOverOperator.java', 'SqlAvgAggFunction.java', 'SqlMinMaxAggFunction.java', 'SqlSingleValueAggFunction.java', 'SqlSumAggFunction.java', 'SqlSumEmptyIsZeroAggFunction.java', 'SqlToRelConverter.java', 'StandardConvertletTable.java', 'FoodmartTest.java', 'SqlOperatorBaseTest.java', 'RelOptRulesTest.ref.xml', 'SqlToRelConverterTest.ref.xml']"
45070f788ab1d1bcfd5261b4161a497cfd923b1b,Fix some FoodMart tests.,['ab94d6de615347f90d3d5e1d1a6acb0d41a8ac40'],False,"['pom.xml', 'JdbcImplementor.java', 'FoodmartTest.java']"
4b180046634c13ff7ee777be109a9f85970d5229,Fix bug in BlockBuilder regarding renaming of variables whose initializing expression matches a previous variable's expression.,['0ab545b2f61e88b668c135b90f28b150daedcaff'],False,"['BlockBuilder.java', 'ExpressionTest.java']"
bdf815c581497e614563976320aae56be0deb4eb,Upgrade linq4j for fix to code-generation issue that happens with common sub-queries.,['cca9ba2bf583ab8c24c271e65f6fd9cb85769ee4'],False,"['pom.xml', 'JdbcTest.java']"
a72e41a2af122b53fe302e195c190ab1adc952a2,"Make RelCollation a trait. This will allow us to ask for relational expressions that are equivalent (i.e. in the same set) but have different sort order. And will allow us to apply a converter (i.e. an OrderRel) to create a rel with the desired sort order.

RelCollation is the first trait where it is reasonable for a given RelNode to have 2 instances of the trait. For example, the TableAccessRel(table='TIME_BY_DAY') might be sorted by {the_year, the_month, the_date} and also by {time_id}. That particular TableAccessRel would belong to two subsets in the same set. That confuses the current RelSubset data structure, which assumes that a RelNode is in precisely one RelSubset. We've fixed it by moving the lists to RelSet. The lists of rels and parents in RelSubset are now computed on the fly.",['bdf815c581497e614563976320aae56be0deb4eb'],False,"['RelCollation.java', 'RelCollationImpl.java', 'RelSet.java', 'RelSubset.java', 'RuleQueue.java', 'VolcanoPlanner.java']"
07e1cb0a6c30677502e63cb8e337f25c0a76e983,Fix a few issues with collation as a trait.,['7a6160520377a92d39a7a0fa90d6d36ab78b0ca3'],False,"['OptiqPrepareImpl.java', 'FilterRel.java', 'ProjectRel.java', 'RelCollationImpl.java', 'SortRel.java', 'ConventionTraitDef.java', 'RelTraitDef.java', 'VolcanoPlanner.java', 'SqlToRelConverter.java', 'VolcanoPlannerTraitTest.java']"
48f5727bc3c4e095dc55ab8e6d21b48c3cdba865,"Progress on collation trait. Only a couple of test failures left.

Add RelOptPlanner.getRelTraitDefs(); deprecate RelOptRuleCall.getRels().",['ee40c0c22da9a42f8988c378c948680ac97046a8'],False,"['OptiqPrepareImpl.java', 'JavaRules.java', 'RelCollationTraitDef.java', 'SortRel.java', 'RemoveSortRule.java', 'AbstractRelOptPlanner.java', 'RelOptCluster.java', 'RelOptPlanner.java', 'RelOptRuleCall.java', 'HepRuleCall.java', 'RuleQueue.java', 'VolcanoPlanner.java']"
2e74f122054336527959e68ecb93c4111ea79405,"Fixes for collation as a trait.

Convert a few methods (e.g. ProjectRel.<init>) to take lists rather than arrays.",['48f5727bc3c4e095dc55ab8e6d21b48c3cdba865'],False,"['JdbcRules.java', 'JdbcToEnumerableConverterRule.java', 'MongoRules.java', 'MongoToEnumerableConverterRule.java', 'LixToRelTranslator.java', 'OptiqPrepareImpl.java', 'QueryableRelBuilder.java', 'JavaRules.java', 'CalcRel.java', 'ProjectRel.java', 'ProjectRelBase.java', 'RelCollationImpl.java', 'RelCollationTraitDef.java', 'TableAccessRelBase.java', 'MergeCalcRule.java', 'RemoveTrivialProjectRule.java', 'RelOptCluster.java', 'RelOptQuery.java', 'RelOptUtil.java', 'RelTraitSet.java', 'RexUtil.java', 'RelDecorrelator.java', 'RelFieldTrimmer.java', 'SqlToRelConverter.java', 'JdbcFrontLinqBackTest.java', 'JdbcTest.java', 'VolcanoPlannerTest.java']"
